	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d
46	-2.49	0.74	-0.53	0.13	-2.30	0.25	-7.64	0.77	7.16	0.25	3.80	0.94	7.74	1.70	0.61	0.06	-11.90	1.50	79.09	0.85	-11.26	1.15	-4.20	1.30	2.35	1.21	2.90	0.18	-12.83	2.30	81.22	1.57	-5.03	0.90	-6.22	1.89	-1.89	-0.59	-2.36	-6.83	-7.30	7.50	7.18	3.70	3.42	9.53	0.56	-10.18	79.83	-11.20	-4.36	4.12	2.09	2.69	2.85	-11.69	-11.46	83.09	81.84	-4.26	-5.41	-5.85	-7.25	-2.27	-0.38	-2.02	-7.79	6.97	2.96	6.15	0.60	-12.97	78.16	-12.44	-5.40	1.80	3.12	-16.27	79.54	-4.34	-3.72	-3.32	-0.62	-2.52	-8.63	6.98	5.13	7.54	0.68	-12.54	79.28	-10.14	-2.83	1.41	2.95	-11.89	80.40	-6.12	-8.05
47	-2.82	0.75	-0.99	0.12	-2.97	0.38	-7.85	0.82	6.88	0.28	3.34	0.87	8.49	1.69	0.61	0.06	-11.14	1.28	79.28	0.86	-11.80	1.15	-4.60	1.33	3.15	1.22	2.95	0.12	-12.14	2.11	81.19	1.63	-5.47	1.01	-6.75	1.94	-2.18	-1.04	-2.87	-7.01	-7.49	7.22	6.99	3.27	3.05	10.25	0.55	-9.71	80.01	-11.61	-4.69	4.90	2.91	2.80	2.93	-10.97	-11.12	83.11	81.88	-4.57	-5.82	-6.47	-7.87	-2.64	-0.86	-2.66	-7.97	6.66	2.50	6.88	0.61	-12.19	78.32	-13.04	-5.88	2.69	3.08	-15.31	79.42	-4.76	-4.14	-3.65	-1.08	-3.39	-8.92	6.63	4.55	8.34	0.67	-11.53	79.50	-10.76	-3.22	2.09	2.98	-11.17	80.36	-6.75	-8.53
48	-3.14	0.77	-1.48	0.11	-3.53	0.52	-8.01	0.87	6.59	0.35	2.95	0.85	9.35	1.68	0.55	0.07	-10.55	1.04	79.41	0.88	-12.29	1.18	-5.00	1.38	4.07	1.24	3.04	0.05	-11.63	1.87	81.11	1.68	-5.92	1.13	-7.34	2.01	-2.45	-1.49	-3.22	-7.13	-7.62	6.95	6.84	2.92	2.76	11.08	0.47	-9.47	80.13	-11.97	-5.05	5.82	3.87	2.97	3.08	-10.47	-10.96	83.07	81.83	-4.90	-6.23	-7.17	-8.58	-3.01	-1.37	-3.23	-8.11	6.32	2.03	7.72	0.58	-11.53	78.44	-13.59	-6.36	3.70	3.06	-14.42	79.27	-5.19	-4.58	-3.97	-1.58	-4.13	-9.16	6.27	4.09	9.24	0.61	-10.64	79.67	-11.31	-3.60	2.91	3.06	-10.68	80.27	-7.39	-9.05
49	-3.45	0.79	-2.00	0.11	-3.92	0.66	-8.13	0.93	6.31	0.45	2.62	0.87	10.31	1.68	0.43	0.08	-10.17	0.83	79.47	0.89	-12.73	1.22	-5.42	1.44	5.13	1.26	3.20	0.08	-11.36	1.60	80.95	1.73	-6.42	1.25	-7.99	2.09	-2.71	-1.95	-3.41	-7.22	-7.70	6.68	6.73	2.63	2.52	12.02	0.34	-9.46	80.16	-12.31	-5.43	6.87	4.96	3.19	3.30	-10.25	-11.02	82.97	81.68	-5.27	-6.70	-7.93	-9.36	-3.36	-1.92	-3.68	-8.23	5.96	1.61	8.67	0.48	-11.08	78.47	-14.10	-6.85	4.82	3.11	-13.71	79.05	-5.64	-5.06	-4.28	-2.12	-4.66	-9.38	5.88	3.74	10.24	0.48	-9.97	79.78	-11.77	-3.98	3.86	3.18	-10.48	80.12	-8.05	-9.62
50	-3.74	0.80	-2.53	0.14	-4.16	0.76	-8.24	0.99	6.02	0.57	2.35	0.90	11.39	1.67	0.27	0.07	-10.03	0.74	79.41	0.90	-13.14	1.28	-5.83	1.49	6.31	1.31	3.39	0.14	-11.39	1.32	80.69	1.77	-7.00	1.35	-8.70	2.20	-2.95	-2.42	-3.48	-7.28	-7.78	6.41	6.62	2.40	2.28	13.09	0.18	-9.68	80.07	-12.66	-5.81	8.09	6.16	3.44	3.55	-10.36	-11.35	82.78	81.40	-5.76	-7.32	-8.73	-10.23	-3.69	-2.48	-4.01	-8.32	5.58	1.25	9.75	0.32	-10.88	78.38	-14.59	-7.34	6.05	3.21	-13.27	78.73	-6.14	-5.58	-4.56	-2.69	-4.98	-9.58	5.48	3.46	11.32	0.30	-9.54	79.79	-12.16	-4.35	4.95	3.36	-10.58	79.85	-8.76	-10.27
51	-4.00	0.82	-3.09	0.17	-4.30	0.83	-8.33	1.04	5.70	0.69	2.08	0.92	12.59	1.67	0.08	0.05	-10.15	0.79	79.20	0.92	-13.56	1.36	-6.23	1.55	7.63	1.37	3.60	0.18	-11.75	1.07	80.27	1.83	-7.71	1.46	-9.47	2.32	-3.18	-2.94	-3.50	-7.33	-7.84	6.10	6.47	2.17	2.02	14.30	0.02	-10.10	79.81	-13.07	-6.18	9.49	7.46	3.67	3.79	-10.85	-11.99	82.44	80.98	-6.41	-8.17	-9.56	-11.16	-3.98	-3.06	-4.25	-8.39	5.19	0.95	10.97	0.12	-10.96	78.14	-15.09	-7.80	7.40	3.37	-13.16	78.25	-6.70	-6.17	-4.82	-3.27	-5.15	-9.74	5.06	3.19	12.50	0.10	-9.38	79.65	-12.51	-4.70	6.19	3.57	-11.00	79.40	-9.57	-10.99
52	-4.21	0.85	-3.68	0.18	-4.39	0.85	-8.37	1.07	5.33	0.78	1.79	0.90	13.95	1.66	-0.11	0.02	-10.50	0.94	78.78	0.95	-14.03	1.45	-6.59	1.60	9.11	1.46	3.81	0.17	-12.45	0.86	79.64	1.90	-8.61	1.57	-10.29	2.42	-3.36	-3.51	-3.52	-7.32	-7.90	5.73	6.23	1.89	1.69	15.68	-0.13	-10.68	79.32	-13.58	-6.52	11.10	8.87	3.88	3.97	-11.70	-12.91	81.90	80.37	-7.27	-9.30	-10.43	-12.11	-4.21	-3.67	-4.42	-8.42	4.77	0.69	12.37	-0.09	-11.34	77.68	-15.66	-8.23	8.88	3.57	-13.43	77.57	-7.36	-6.83	-5.05	-3.87	-5.23	-9.83	4.60	2.89	13.79	-0.10	-9.49	79.32	-12.86	-5.02	7.59	3.81	-11.76	78.73	-10.51	-11.78
53	-4.34	0.89	-4.33	0.18	-4.49	0.85	-8.32	1.10	4.89	0.83	1.45	0.86	15.49	1.67	-0.28	0.01	-11.08	1.10	78.10	0.98	-14.59	1.56	-6.88	1.65	10.79	1.57	3.98	0.14	-13.48	0.70	78.75	1.96	-9.70	1.73	-11.13	2.49	-3.45	-4.15	-3.60	-7.21	-7.91	5.29	5.86	1.55	1.28	17.28	-0.27	-11.41	78.56	-14.17	-6.77	12.96	10.45	4.04	4.09	-12.91	-14.08	81.08	79.53	-8.35	-10.71	-11.32	-13.04	-4.35	-4.32	-4.58	-8.36	4.31	0.45	13.98	-0.29	-11.98	76.98	-16.31	-8.58	10.55	3.78	-14.11	76.61	-8.13	-7.56	-5.22	-4.50	-5.28	-9.81	4.09	2.54	15.21	-0.29	-9.85	78.76	-13.27	-5.29	9.21	4.03	-12.84	77.77	-11.60	-12.60
54	-4.36	0.95	-5.02	0.15	-4.62	0.81	-8.15	1.13	4.37	0.84	1.06	0.81	17.28	1.70	-0.43	0.04	-11.83	1.24	77.11	1.02	-15.22	1.68	-7.06	1.67	12.75	1.70	4.10	0.11	-14.83	0.57	77.52	2.03	-10.96	1.92	-11.92	2.52	-3.42	-4.87	-3.75	-6.96	-7.81	4.76	5.35	1.14	0.77	19.17	-0.39	-12.22	77.46	-14.85	-6.89	15.14	12.26	4.12	4.13	-14.48	-15.44	79.89	78.42	-9.63	-12.34	-12.16	-13.86	-4.37	-5.03	-4.75	-8.17	3.81	0.21	15.86	-0.47	-12.82	75.96	-17.05	-8.81	12.47	3.95	-15.19	75.33	-9.01	-8.30	-5.31	-5.17	-5.36	-9.66	3.54	2.13	16.80	-0.45	-10.44	77.91	-13.75	-5.48	11.12	4.21	-14.22	76.45	-12.86	-13.36
55	-4.23	1.03	-5.78	0.11	-4.80	0.74	-7.81	1.16	3.76	0.80	0.64	0.77	19.36	1.78	-0.56	0.06	-12.70	1.31	75.76	1.09	-15.90	1.79	-7.08	1.68	15.03	1.85	4.13	0.13	-16.43	0.44	75.90	2.09	-12.33	2.13	-12.55	2.49	-3.21	-5.67	-4.01	-6.53	-7.54	4.12	4.71	0.70	0.19	21.39	-0.49	-13.07	75.98	-15.56	-6.82	17.67	14.39	4.06	4.13	-16.34	-16.87	78.26	76.96	-11.07	-14.07	-12.82	-14.48	-4.22	-5.78	-4.92	-7.81	3.25	-0.03	18.05	-0.61	-13.79	74.58	-17.83	-8.88	14.70	4.03	-16.65	73.67	-9.99	-8.96	-5.27	-5.90	-5.46	-9.34	2.95	1.70	18.64	-0.56	-11.25	76.72	-14.30	-5.55	13.38	4.32	-15.85	74.71	-14.21	-13.94
56	-3.90	1.15	-6.60	0.08	-5.03	0.62	-7.24	1.21	3.07	0.72	0.20	0.77	21.79	1.92	-0.66	0.07	-13.59	1.29	74.01	1.18	-16.57	1.87	-6.88	1.66	17.69	1.99	4.06	0.20	-18.15	0.39	73.84	2.13	-13.72	2.34	-12.88	2.40	-2.77	-6.52	-4.37	-5.88	-7.03	3.38	3.93	0.25	-0.45	24.00	-0.59	-13.84	74.08	-16.24	-6.51	20.58	16.90	3.86	4.09	-18.34	-18.27	76.13	75.10	-12.57	-15.76	-13.18	-14.75	-3.87	-6.60	-5.11	-7.25	2.64	-0.26	20.59	-0.73	-14.75	72.80	-18.59	-8.70	17.28	3.98	-18.40	71.61	-10.99	-9.41	-5.07	-6.68	-5.60	-8.81	2.33	1.26	20.77	-0.64	-12.20	75.16	-14.89	-5.44	16.02	4.33	-17.57	72.52	-15.57	-14.19
57	-3.34	1.30	-7.47	0.05	-5.31	0.46	-6.43	1.25	2.29	0.62	-0.25	0.82	24.58	2.10	-0.75	0.07	-14.38	1.18	71.83	1.31	-17.17	1.93	-6.40	1.60	20.73	2.13	3.89	0.32	-19.81	0.57	71.31	2.13	-15.00	2.51	-12.79	2.27	-2.06	-7.43	-4.85	-4.98	-6.24	2.51	3.05	-0.22	-1.14	27.00	-0.73	-14.41	71.72	-16.82	-5.91	23.83	19.81	3.52	4.04	-20.29	-19.46	73.46	72.76	-13.99	-17.27	-13.11	-14.58	-3.29	-7.47	-5.33	-6.46	1.97	-0.47	23.51	-0.83	-15.55	70.57	-19.24	-8.19	20.23	3.76	-20.29	69.14	-11.93	-9.51	-4.67	-7.53	-5.76	-8.03	1.65	0.82	23.24	-0.69	-13.20	73.19	-15.43	-5.10	19.05	4.24	-19.19	69.86	-16.81	-13.96
58	-2.51	1.49	-8.40	0.04	-5.66	0.28	-5.35	1.29	1.43	0.49	-0.72	0.90	27.73	2.28	-0.86	0.11	-14.95	1.00	69.19	1.48	-17.60	1.95	-5.61	1.51	24.10	2.23	3.61	0.48	-21.19	0.94	68.31	2.07	-16.03	2.63	-12.22	2.10	-1.04	-8.37	-5.42	-3.84	-5.16	1.53	2.06	-0.70	-1.85	30.34	-0.92	-14.68	68.91	-17.22	-5.02	27.38	23.07	3.06	3.99	-21.92	-20.30	70.26	69.93	-15.21	-18.46	-12.55	-13.91	-2.45	-8.38	-5.57	-5.41	1.22	-0.68	26.78	-0.94	-16.06	67.88	-19.72	-7.32	23.51	3.37	-22.09	66.29	-12.69	-9.18	-4.03	-8.44	-5.97	-6.97	0.91	0.36	26.08	-0.73	-14.11	70.80	-15.87	-4.49	22.44	4.03	-20.46	66.76	-17.78	-13.23
59	-1.38	1.70	-9.35	0.05	-6.04	0.19	-4.00	1.31	0.49	0.37	-1.21	0.99	31.18	2.46	-1.03	0.21	-15.20	0.85	66.13	1.66	-17.82	1.93	-4.52	1.36	27.72	2.30	3.29	0.66	-22.09	1.39	64.94	1.95	-16.70	2.72	-11.21	1.91	0.29	-9.31	-6.03	-2.44	-3.82	0.48	0.99	-1.22	-2.54	33.95	-1.20	-14.63	65.69	-17.37	-3.89	31.11	26.60	2.58	3.92	-23.01	-20.65	66.59	66.66	-16.07	-19.20	-11.50	-12.80	-1.33	-9.33	-5.86	-4.11	0.41	-0.94	30.34	-1.09	-16.17	64.72	-19.94	-6.08	27.08	2.87	-23.52	63.18	-13.15	-8.45	-3.12	-9.40	-6.23	-5.64	0.10	-0.15	29.26	-0.79	-14.80	67.96	-16.15	-3.60	26.09	3.77	-21.16	63.32	-18.39	-12.07
60	0.02	1.92	-10.29	0.09	-6.43	0.23	-2.42	1.32	-0.48	0.26	-1.74	1.05	34.84	2.59	-1.28	0.33	-15.09	0.79	62.69	1.83	-17.76	1.88	-3.22	1.16	31.50	2.31	2.98	0.83	-22.36	1.83	61.36	1.76	-16.92	2.77	-9.93	1.70	1.91	-10.21	-6.59	-0.82	-2.27	-0.60	-0.14	-1.78	-3.18	37.72	-1.58	-14.27	62.19	-17.22	-2.62	34.92	30.30	2.16	3.83	-23.45	-20.46	62.65	63.09	-16.49	-19.43	-10.12	-11.41	0.06	-10.26	-6.17	-2.56	-0.45	-1.28	34.08	-1.33	-15.85	61.16	-19.84	-4.56	30.85	2.39	-24.32	59.97	-13.19	-7.50	-1.93	-10.39	-6.53	-4.04	-0.76	-0.72	32.71	-0.92	-15.16	64.72	-16.20	-2.49	29.92	3.54	-21.19	59.72	-18.56	-10.69
61	1.67	2.12	-11.18	0.17	-6.78	0.28	-0.64	1.32	-1.45	0.20	-2.29	1.05	38.59	2.69	-1.63	0.44	-14.66	0.84	59.02	1.94	-17.37	1.80	-1.86	0.94	35.33	2.28	2.77	0.94	-21.99	2.18	57.82	1.51	-16.65	2.83	-8.64	1.49	3.78	-11.02	-7.01	1.00	-0.56	-1.62	-1.24	-2.36	-3.73	41.57	-2.04	-13.69	58.61	-16.72	-1.39	38.70	34.06	1.89	3.75	-23.20	-19.78	58.72	59.44	-16.38	-19.16	-8.66	-9.99	1.70	-11.15	-6.47	-0.79	-1.30	-1.74	37.88	-1.69	-15.14	57.32	-19.40	-2.95	34.72	2.04	-24.42	56.89	-12.78	-6.56	-0.47	-11.36	-6.87	-2.23	-1.61	-1.32	36.32	-1.16	-15.15	61.14	-15.98	-1.25	33.83	3.40	-20.56	56.22	-18.27	-9.35
62	3.54	2.30	-11.96	0.28	-7.03	0.27	1.28	1.32	-2.33	0.18	-2.81	1.01	42.36	2.77	-2.06	0.50	-13.98	0.90	55.34	1.96	-16.61	1.74	-0.64	0.77	39.12	2.21	2.69	0.99	-21.11	2.42	54.61	1.25	-15.92	2.90	-7.61	1.30	5.84	-11.70	-7.19	2.97	1.27	-2.54	-2.27	-2.91	-4.18	45.42	-2.52	-13.00	55.24	-15.81	-0.40	42.38	37.79	1.82	3.70	-22.38	-18.72	55.14	56.02	-15.74	-18.46	-7.44	-8.83	3.53	-11.93	-6.71	1.15	-2.11	-2.27	41.66	-2.14	-14.15	53.44	-18.61	-1.50	38.59	1.87	-23.87	54.18	-11.91	-5.86	1.24	-12.26	-7.17	-0.26	-2.42	-1.88	40.00	-1.52	-14.78	57.35	-15.42	-0.02	37.72	3.39	-19.47	53.11	-17.54	-8.31
63	5.58	2.44	-12.61	0.41	-7.09	0.27	3.31	1.33	-3.10	0.19	-3.25	0.93	46.06	2.85	-2.53	0.48	-13.16	0.92	51.92	1.92	-15.50	1.74	0.25	0.78	42.80	2.10	2.74	0.97	-19.92	2.54	52.03	1.02	-14.81	2.98	-7.04	1.16	8.04	-12.20	-7.09	5.03	3.19	-3.28	-3.15	-3.36	-4.49	49.20	-2.94	-12.31	52.40	-14.55	0.15	45.89	41.46	1.93	3.67	-21.20	-17.48	52.27	53.14	-14.67	-17.43	-6.71	-8.15	5.53	-12.60	-6.83	3.21	-2.82	-2.82	45.33	-2.64	-13.04	49.81	-17.50	-0.47	42.36	1.89	-22.87	52.03	-10.68	-5.56	3.16	-13.03	-7.37	1.80	-3.14	-2.32	43.65	-1.99	-14.14	53.56	-14.44	1.07	41.50	3.48	-18.15	50.67	-16.46	-7.76
64	7.74	2.54	-13.09	0.56	-6.95	0.38	5.39	1.33	-3.71	0.20	-3.55	0.86	49.64	2.91	-2.98	0.40	-12.34	0.89	49.04	1.98	-14.09	1.81	0.65	1.05	46.33	1.95	2.87	0.89	-18.70	2.56	50.31	0.84	-13.47	3.07	-7.02	1.09	10.33	-12.52	-6.69	7.15	5.19	-3.82	-3.85	-3.68	-4.64	52.87	-3.26	-11.70	50.35	-13.04	0.17	49.20	45.05	2.15	3.67	-19.95	-16.27	50.37	51.13	-13.32	-16.19	-6.59	-8.02	7.66	-13.11	-6.77	5.32	-3.42	-3.29	48.86	-3.15	-11.97	46.77	-16.19	-0.07	45.94	2.05	-21.68	50.60	-9.23	-5.69	5.24	-13.64	-7.39	3.91	-3.74	-2.58	47.20	-2.52	-13.35	50.00	-13.05	1.85	45.15	3.62	-16.90	49.14	-15.17	-7.80
65	9.98	2.61	-13.39	0.73	-6.58	0.58	7.51	1.34	-4.14	0.20	-3.68	0.81	53.07	2.98	-3.37	0.30	-11.63	0.78	46.95	2.34	-12.54	1.99	0.52	1.44	49.69	1.78	3.05	0.79	-17.68	2.46	49.59	0.70	-12.08	3.16	-7.49	1.08	12.65	-12.63	-6.02	9.29	7.25	-4.15	-4.34	-3.83	-4.61	56.37	-3.44	-11.27	49.30	-11.45	-0.33	52.31	48.54	2.44	3.68	-18.88	-15.33	49.59	50.16	-11.90	-14.88	-7.05	-8.38	9.85	-13.47	-6.53	7.46	-3.87	-3.64	52.24	-3.62	-11.09	44.61	-14.84	-0.29	49.29	2.29	-20.56	50.01	-7.72	-6.16	7.44	-14.08	-7.19	6.05	-4.21	-2.64	50.60	-3.04	-12.52	46.96	-11.33	2.19	48.63	3.77	-15.95	48.62	-13.81	-8.35
66	12.24	2.64	-13.50	0.90	-6.02	0.80	9.65	1.34	-4.39	0.21	-3.63	0.80	56.31	3.02	-3.66	0.30	-11.13	0.60	45.86	3.02	-11.00	2.27	-0.02	1.78	52.86	1.58	3.21	0.68	-17.07	2.29	49.91	0.56	-10.76	3.23	-8.23	1.14	14.96	-12.53	-5.17	11.44	9.37	-4.29	-4.61	-3.79	-4.42	59.66	-3.46	-11.09	49.28	-9.91	-1.13	55.22	51.90	2.73	3.70	-18.24	-14.87	49.95	50.29	-10.56	-13.64	-7.85	-9.07	12.09	-13.66	-6.13	9.59	-4.16	-3.81	55.44	-4.01	-10.55	43.57	-13.61	-0.98	52.39	2.53	-19.70	50.27	-6.30	-6.79	9.68	-14.32	-6.77	8.20	-4.51	-2.51	53.82	-3.52	-11.75	44.71	-9.47	2.03	51.94	3.90	-15.48	49.11	-12.53	-9.20
67	14.50	2.65	-13.42	1.08	-5.32	0.99	11.78	1.33	-4.45	0.23	-3.43	0.82	59.34	3.00	-3.85	0.48	-10.91	0.41	45.83	3.78	-9.57	2.63	-0.78	1.93	55.81	1.39	3.35	0.61	-16.99	2.05	51.13	0.44	-9.60	3.26	-9.00	1.26	17.22	-12.23	-4.22	13.56	11.51	-4.23	-4.67	-3.57	-4.12	62.68	-3.34	-11.20	50.20	-8.51	-1.95	57.89	55.09	2.96	3.72	-18.17	-14.99	51.30	51.42	-9.39	-12.52	-8.67	-9.88	14.33	-13.68	-5.59	11.69	-4.28	-3.79	58.48	-4.30	-10.45	43.77	-12.57	-1.84	55.23	2.70	-19.26	51.32	-5.11	-7.36	11.94	-14.35	-6.15	10.34	-4.63	-2.25	56.86	-3.91	-11.09	43.53	-7.64	1.45	55.03	4.00	-15.55	50.46	-11.38	-10.07
68	16.70	2.62	-13.14	1.25	-4.54	1.13	13.88	1.31	-4.32	0.27	-3.11	0.82	62.13	2.91	-3.91	0.73	-11.02	0.52	46.83	4.37	-8.34	3.01	-1.51	1.83	58.49	1.20	3.42	0.59	-17.43	1.79	53.03	0.42	-8.67	3.22	-9.58	1.41	19.41	-11.75	-3.25	15.64	13.65	-3.99	-4.53	-3.19	-3.73	65.36	-3.08	-11.61	51.80	-7.32	-2.53	60.29	58.01	3.09	3.73	-18.65	-15.69	53.39	53.29	-8.46	-11.58	-9.24	-10.62	16.54	-13.51	-4.97	13.75	-4.22	-3.59	61.33	-4.46	-10.82	45.14	-11.72	-2.59	57.79	2.77	-19.26	52.99	-4.24	-7.71	14.17	-14.16	-5.39	12.47	-4.56	-1.93	59.71	-4.20	-10.63	43.56	-5.96	0.61	57.85	4.07	-16.11	52.45	-10.41	-10.73
69	18.85	2.58	-12.69	1.38	-3.71	1.22	15.93	1.28	-4.03	0.32	-2.72	0.78	64.65	2.70	-3.84	0.99	-11.46	0.95	48.68	4.63	-7.35	3.38	-2.02	1.56	60.83	1.04	3.42	0.63	-18.24	1.55	55.36	0.49	-7.96	3.09	-9.87	1.58	21.49	-11.14	-2.31	17.65	15.75	-3.60	-4.22	-2.71	-3.32	67.63	-2.70	-12.29	53.80	-6.41	-2.78	62.35	60.57	3.11	3.71	-19.53	-16.81	55.92	55.62	-7.75	-10.79	-9.47	-11.14	18.70	-13.17	-4.31	15.75	-3.98	-3.24	63.94	-4.46	-11.66	47.45	-11.10	-3.05	60.04	2.71	-19.63	55.09	-3.73	-7.81	16.35	-13.76	-4.53	14.55	-4.30	-1.61	62.36	-4.35	-10.43	44.79	-4.54	-0.23	60.35	4.13	-17.00	54.83	-9.58	-11.07
70	20.90	2.51	-12.09	1.47	-2.91	1.27	17.91	1.24	-3.59	0.35	-2.32	0.71	66.83	2.40	-3.64	1.23	-12.18	1.42	51.12	4.51	-6.64	3.69	-2.25	1.26	62.77	0.88	3.35	0.72	-19.20	1.35	57.90	0.60	-7.43	2.83	-9.91	1.72	23.47	-10.42	-1.44	19.57	17.78	-3.10	-3.80	-2.19	-2.93	69.47	-2.22	-13.13	55.96	-5.80	-2.73	64.01	62.69	3.02	3.66	-20.52	-18.11	58.63	58.14	-7.23	-10.10	-9.44	-11.43	20.77	-12.67	-3.65	17.69	-3.58	-2.80	66.26	-4.33	-12.85	50.37	-10.69	-3.20	61.95	2.54	-20.21	57.42	-3.56	-7.69	18.46	-13.18	-3.64	16.58	-3.88	-1.37	64.78	-4.38	-10.54	47.03	-3.45	-0.82	62.44	4.18	-17.96	57.38	-8.84	-11.10
71	22.86	2.42	-11.38	1.52	-2.17	1.29	19.79	1.18	-3.07	0.38	-1.97	0.63	68.65	2.01	-3.34	1.44	-13.08	1.80	53.89	4.07	-6.23	3.90	-2.23	1.08	64.27	0.72	3.22	0.84	-20.07	1.22	60.44	0.69	-7.00	2.47	-9.78	1.82	25.33	-9.64	-0.69	21.38	19.71	-2.53	-3.31	-1.70	-2.61	70.84	-1.68	-14.00	58.11	-5.45	-2.52	65.22	64.31	2.83	3.54	-21.38	-19.33	61.33	60.65	-6.82	-9.41	-9.27	-11.49	22.75	-12.05	-3.03	19.55	-3.07	-2.34	68.21	-4.06	-14.24	53.57	-10.46	-3.13	63.48	2.28	-20.81	59.84	-3.65	-7.45	20.49	-12.46	-2.77	18.54	-3.34	-1.22	66.90	-4.29	-11.01	49.98	-2.77	-1.04	64.07	4.21	-18.78	59.95	-8.13	-10.91
72	24.71	2.32	-10.60	1.54	-1.52	1.25	21.58	1.11	-2.49	0.39	-1.68	0.56	70.05	1.56	-2.97	1.61	-14.05	2.02	56.72	3.43	-6.07	3.93	-2.07	1.04	65.29	0.54	3.03	0.98	-20.70	1.15	62.88	0.73	-6.62	2.02	-9.55	1.84	27.08	-8.84	-0.10	23.07	21.53	-1.93	-2.80	-1.27	-2.37	71.74	-1.13	-14.77	60.13	-5.33	-2.27	65.93	65.40	2.57	3.36	-21.93	-20.27	63.85	63.01	-6.46	-8.68	-9.09	-11.36	24.61	-11.35	-2.48	21.32	-2.49	-1.91	69.72	-3.68	-15.61	56.74	-10.32	-3.01	64.61	1.95	-21.27	62.24	-3.92	-7.18	22.44	-11.63	-1.98	20.41	-2.73	-1.18	68.67	-4.12	-11.77	53.28	-2.55	-0.95	65.23	4.22	-19.31	62.42	-7.43	-10.58
